web-scraper-order,web-scraper-start-url,category-link,category-link-href,sub-category,sub-category-href,product-links,product-links-href,brand,concealer-category,concealer-category-href,name,next-page,next-page-href,reviews-text,top-positive-review,stars,review-keyword,top-negative-review
"1588349507-6645","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Born This Way Super Coverage Multi-Use Sculpting Concealer","https://www.ulta.com/born-this-way-super-coverage-multi-use-sculpting-concealer?productId=xlsImpprod18631033","Too Faced","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Born This Way Super Coverage Multi-Use Sculpting Concealer","","","This concealer is the best of the best, sometimes I even use as light foundation for the day. If you haven't tried it, you need to! Shades are slightly orange so get a slightly lighter shade then you normally would.","","5","Holy Grail",""
"1588348567-5709","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Amazing Concealer","https://www.ulta.com/amazing-concealer?productId=VP12250","Amazing Cosmetics","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Amazing Concealer","","","","","","","I was really optimistic and excited about this concealer because I saw all the good reviews; however I was really disappointed.  I liked how it went on, but I noticed that only a few hours after, it went into the creases under my eyes - which didn't happen with my old concealer.  This makes it look ..."
"1588348524-5650","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Conceal & Define Infinite XL Concealer","https://www.ulta.com/conceal-define-infinite-xl-concealer?productId=pimprod2013900","Makeup Revolution","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Conceal & Define Infinite XL Concealer","","","","Worked great and does last a longer time!","","",""
"1588348704-5863","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Double Wear Instant Fix Concealer 24H Concealer + Hydra Prep","https://www.ulta.com/double-wear-instant-fix-concealer-24h-concealer-hydra-prep?productId=pimprod2003122","Estée Lauder","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Double Wear Instant Fix Concealer 24H Concealer + Hydra Prep","","","Put it on a blemished area and woke up with 3 pimples the next day. I was using this on my cheeks because they are considered to be some of my problem areas and they broke out so badly and i realized it was because of this concealer. the coverage is natural which i liked, but i can only use this on my under eyes now and it doesn't last as long as it's advertised to.","","1","HORRIBLE FOR ACNE",""
"1588348439-5540","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Correct and Perfect All-In-One Color Correcting Palette","https://www.ulta.com/correct-perfect-all-in-one-color-correcting-palette?productId=xlsImpprod14021283","Stila","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Correct and Perfect All-In-One Color Correcting Palette","","","","","","","Not For Me"
"1588348483-5596","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","See You Never Concealer","https://www.ulta.com/see-you-never-concealer?productId=pimprod2009414","florence by mills","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","See You Never Concealer","","","","","","","Not bad, but not great"
"1588348577-5721","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Liquid Camouflage Concealer","https://www.ulta.com/liquid-camouflage-concealer?productId=xlsImpprod13901007","Catrice","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Liquid Camouflage Concealer","","","","I bought both the 005 and 010 colors as I did not know which one would work for me. They are both light colors but if you are super pale they may not be quite light enough for you. The 010 color is on the pinker side and much better at brightening the under eye area than the yellow toned 005 color t...","","",""
"1588348211-5252","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Hide The Evidence Double Concealer","https://www.ulta.com/hide-evidence-double-concealer?productId=xlsImpprod18941001","Flesh","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Hide The Evidence Double Concealer","Next
Page","https://www.ulta.com/makeup-face-concealer?N=26y6&No=96&Nrpp=96","","","","","I was sent this product in exchange for an honest review.  This concealer did not provide as much coverage as I had hoped for.  You can see the images, I don't think that there is a difference between the picture of me with no concealer and then the picture of me with 2 layers of concealer.  I thoug..."
"1588349476-6600","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Conceal & Define Full Coverage Concealer","https://www.ulta.com/conceal-define-full-coverage-concealer?productId=xlsImpprod17681057","Makeup Revolution","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Conceal & Define Full Coverage Concealer","","","I would definitely recommend! It's full coverage and is comparable to tarte shape tape!","","5","Full Coverage!!!",""
"1588348314-5371","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Duet Perfecting Concealer","https://www.ulta.com/duet-perfecting-concealer?productId=pimprod2014349","Hynt Beauty","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Duet Perfecting Concealer","Next
Page","https://www.ulta.com/makeup-face-concealer?N=26y6&No=96&Nrpp=96","this high medium full coverage one of the beat concealers natural or not. this formula is a dream","","5","good",""
"1588348429-5519","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","PHYTO-PIGMENTS Perfecting Concealer","https://www.ulta.com/phyto-pigments-perfecting-concealer?productId=xlsImpprod13581223","Juice Beauty","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","PHYTO-PIGMENTS Perfecting Concealer","","","I don't have any negatives. I use it for a little bit of melasma and get great coverage. I like that it does not cake and is an easy application. A little goes a long way. It's also reassuring that it's healthy for your skin.","","5","I love this product!",""
"1588348852-6059","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Infallible Full Wear Waterproof Concealer","https://www.ulta.com/infallible-full-wear-waterproof-concealer?productId=pimprod2002563","L'Oréal","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Infallible Full Wear Waterproof Concealer","","","I love the coverage!","","5","My new go to!",""
"1588348493-5610","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Light Illusion Full Coverage Concealer","https://www.ulta.com/light-illusion-full-coverage-concealer?productId=xlsImpprod17631331","FLOWER Beauty","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Light Illusion Full Coverage Concealer","","","","","","","Not for older eyes!"
"1588349572-6724","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Bye Bye Under Eye Full Coverage Anti-Aging Waterproof Concealer","https://www.ulta.com/bye-bye-under-eye-full-coverage-anti-aging-waterproof-concealer?productId=xlsImpprod5770259","It Cosmetics","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Bye Bye Under Eye Full Coverage Anti-Aging Waterproof Concealer","","","I originally got this as a small sample from Ulta a few years ago and it was amazing! Now, the formula must've changed because it's totally AWFUL with what I purchased. It does the opposite of what it's supposed to do and pulls down on all creases of the skin, makes dark circles look weird/greenish. Heavy, feels like you're wearing vaseline. Just awful. Avoid!!!!","","1","The Worst",""
"1588348925-6157","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Bye Bye Breakout Full-Coverage Concealer","https://www.ulta.com/bye-bye-breakout-full-coverage-concealer?productId=xlsImpprod16411277","It Cosmetics","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Bye Bye Breakout Full-Coverage Concealer","","","it gets the job done","","5","great coverage",""
"1588347860-4916","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Corrective Concealer","https://www.ulta.com/corrective-concealer?productId=xlsImpprod17401107","e.l.f. Cosmetics","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Corrective Concealer","Next
Page","https://www.ulta.com/makeup-face-concealer?N=26y6&No=96&Nrpp=96","I love this corrective concealer. It covers up acne breakouts well on my combination skin. It is kind of oily, but I haven't had a problem with that. Other kinds of oily makeup will make my skin breakout, but not this one. Also, if you use a lot of it in one place, it makes your skin shiny. But its easy use, and I love that I can easily mix the colors on my skin to match my skin tone, which changes from summer to winter. All in all, I'd say it does what it says well and definitely worth the great price.","","5","Love this product!",""
"1588348956-6201","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Bye Bye Under Eye Concealing Pot","https://www.ulta.com/bye-bye-under-eye-concealing-pot?productId=xlsImpprod16411289","It Cosmetics","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Bye Bye Under Eye Concealing Pot","","","","I was EXTREMELY hesitant before buying, but glad I made the purchase!!! I use this after I moisturize with confidence in a cream and NO50 serum by IT. I like applying this randomly : eye area, redness areas, blemish with my finger, so I know I'm getting enough on my skin, I then blend with a small b...","","",""
"1588349212-6324","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Born to Glow Radiant Concealer","https://www.ulta.com/born-glow-radiant-concealer?productId=pimprod2012326","NYX Professional Makeup","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Born to Glow Radiant Concealer","","","I love the texture and good color too!! 
I don't like the sponge to much, a lot of concealer is stock in there.
But still too good concealer for me","","5","Good texture",""
"1588348683-5839","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Disappearing Ink 4-in-1 Face Concealer","https://www.ulta.com/disappearing-ink-4-in-1-face-concealer?productId=xlsImpprod11151051","PÜR","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Disappearing Ink 4-in-1 Face Concealer","","","","","","","I really wanted to love this product. It's supposed to have so many things in it that are good for your skin. I went in the store in search of Tarte Shape Tape, but little did I know, there was a Pur Cosmetics event going on in the store. The Pur Rep insisted that Tarte Shape Tape was too pigmented ..."
"1588349454-6575","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","HD Pro Concealer","https://www.ulta.com/hd-pro-concealer?productId=xlsImpprod15711051","L.A. Girl","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","HD Pro Concealer","","","I bought the peach corrector about two weeks ago, and have used it every day. The product emphasizes the texture my under eye skin has which is not great. The applicator is also one of my least favorite applicators I have encountered. It's like a brush at the end of the squeeze tube. I've played with amount of product, how I apply the product, letting it sit before blending, letting it sit before applying concealer....nothing seems to make it better. All around I would not purchase again.","","3","So so peach corrector",""
"1588348883-6105","https://www.ulta.com/?cmpid=PS_Brand!google!Brand&CAWELAID=1831598544&CATRK=SPFID-1&CAAGID=540267060&CATCI=kwd-12627301&CAPCID=378070056430&CADevice=c&gclid=EAIaIQobChMIzc2WxeSR6QIVBO21Ch3oTAwiEAAYASAAEgLqovD_BwE","Makeup","https://www.ulta.com/makeup?N=26y1","Face","https://www.ulta.com/makeup-face?N=26y3","Color Correcting Liquid Concealer","https://www.ulta.com/color-correcting-liquid-concealer?productId=xlsImpprod15481119","ULTA","Concealer (151)","https://www.ulta.com/makeup-face-concealer?N=26y6","Color Correcting Liquid Concealer","","","","","","","This product was recommended by an Ulta associate. I have redness from ache, so I need something to help during breakouts. I mentioned I have sensitive skin. She recommended I try the product. I didn't know a little does a lot. First time for everything, but the product was applied to my scheme then..."
